Designator,Footprint,Quantity,Value,LCSC Part #
J1,TE_mezzanine_rec_3-2363961-0,1,TE 3-2363961-0 Connector,C425103
J15,TE_mezzanine_conn_3-2363962-0,1,TE 3-2363962-0 Connector,C425104
